geometry,Pincode,District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude
"POLYGON ((77.5534586 31.38505975, 77.63469635 31.39947145, 77.5544994 31.3888323, 77.5534586 31.38505975))",172001,Shimla,-,Unnamed Zone,trunk,40,31.39947145,77.63469635
"POLYGON ((77.3448934 31.33374995, 77.42315855 31.34366355, 77.39781425 31.3606884, 77.37188475 31.35884395, 77.35265985 31.34252895, 77.3448934 31.33374995))",172027,Shimla,Z102,MDR22,secondary,30,31.33374995,77.3448934
"POLYGON ((77.4234266 31.34300565, 77.4192877 31.32976315, 77.438497 31.311454, 77.4599355 31.2964955, 77.4570985 31.306608, 77.44405905 31.34007035, 77.4234266 31.34300565))",172029,Shimla,-,Unnamed Zone,trunk,40,31.311454,77.438497
"POLYGON ((77.52397205 31.349442, 77.50174525 31.34980905, 77.50174965 31.3495572, 77.5236867 31.34941105, 77.52397205 31.349442))",172030,Shimla,-,Unnamed Zone,trunk,40,31.34980905,77.50174525
"POLYGON ((77.48657483155422 31.351992400532055, 77.48647680949882 31.351997114692825, 77.48637972151498 31.352011413995182, 77.48628450261303 31.352035160729027, 77.48619206980307 31.352068126200333, 77.48610331326358 31.352109992933592, 77.48601908776855 31.352160357729268, 77.48594020445556 31.352218735546852, 77.48586742301401 31.352284564176053, 77.48580144436899 31.352357209651178, 77.4857429039309 31.35243597235659, 77.48569236547617 31.352520093764387, 77.48565031571775 31.35260876373942, 77.48561715961779 31.352701128341355, 77.48559321648767 31.35279629804859, 77.48557871691281 31.35289335632482, 77.48557380053205 31.352991368445785, 77.48557851469283 31.353089390501182, 77.48559281399518 31.35318647848503, 77.48561656072903 31.353281697386972, 77.48564952620033 31.353374130196933, 77.48569139293359 31.353462886736423, 77.48574175772927 31.353547112231446, 77.48580013554685 31.353625995544444, 77.48586596417606 31.35369877698599, 77.48593860965117 31.353764755631016, 77.48601737235659 31.353823296069102, 77.48610149376438 31.35387383452383, 77.48619016373942 31.35391588428225, 77.48628252834136 31.353949040382208, 77.4863776980486 31.35397298351233, 77.48647475632482 31.353987483087188, 77.48657276844578 31.35399239946795, 77.49767251844578 31.354003849467947, 77.49777054050118 31.353999135307177, 77.49786762848503 31.35398483600482, 77.49796284738697 31.353961089270975, 77.49805528019694 31.35392812379967, 77.49814403673642 31.35388625706641, 77.49822826223145 31.353835892270734, 77.49830714554444 31.35377751445315, 77.49837992698599 31.35371168582395, 77.49844590563102 31.353639040348824, 77.4985044460691 31.35356027764341, 77.49855498452384 31.353476156235615, 77.49859703428226 31.353387486260583, 77.49863019038222 31.353295121658647, 77.49865413351233 31.35319995195141, 77.49866863308719 31.35310289367518, 77.49867354946795 31.353004881554217, 77.49866883530717 31.35290685949882, 77.49865453600482 31.352809771514973, 77.49863078927098 31.35271455261303, 77.49859782379967 31.35262211980307, 77.49855595706642 31.35253336326358, 77.49850559227073 31.352449137768556, 77.49844721445315 31.352370254455558, 77.49838138582395 31.352297473014012, 77.49830874034883 31.352231494368986, 77.49822997764342 31.3521729539309, 77.49814585623562 31.35212241547617, 77.49805718626058 31.35208036571775, 77.49796482165864 31.352047209617794, 77.4978696519514 31.35202326648767, 77.49777259367518 31.352008766912814, 77.49767458155422 31.352003850532054, 77.48657483155422 31.351992400532055))",172033,Shimla,-,Unnamed Zone,trunk,40,31.35300385,77.49767355
"POLYGON ((77.75684945 31.51458635, 77.78108955 31.52615205, 77.7740191 31.5253561, 77.75684945 31.51458635))",172101,Shimla,-,Unnamed Zone,trunk,40,31.5253561,77.7740191
"POLYGON ((77.69689505 31.4899269, 77.70322505 31.491013, 77.7385223 31.50503975, 77.7059994 31.49349995, 77.69689505 31.4899269))",172201,Shimla,-,Unnamed Zone,trunk,40,31.50503975,77.7385223
"POLYGON ((77.21135188473743 30.9931858557018, 77.21140594462274 30.99326775854336, 77.21146777207723 30.993343968204993, 77.21153677166873 30.99341375074599, 77.21161227889345 30.993476434122336, 77.21169356657555 30.99353141465885, 77.2117798518702 30.99357816286291, 77.21187030380285 30.993616228523752, 77.21196405127195 30.993645245048263, 77.2120601914381 30.99366493299144, 77.21215779841897 30.993675102747634, 77.21225593220598 30.993675656376528, 77.21235364771708 30.99366658854638, 77.21245000389852 30.993647986585344, 77.21254407278758 30.993620029640482, 77.21263494844945 30.993582986952447, 77.2127217557018 30.99353721526258, 77.21280365854336 30.993483155377273, 77.21287986820501 30.993421327922775, 77.212949650746 30.993352328331273, 77.21301233412234 30.993276821106548, 77.21306731465886 30.993195533424455, 77.21311406286291 30.9931092481298, 77.21315212852376 30.993018796197155, 77.21318114504827 30.99292504872806, 77.21320083299145 30.992828908561904, 77.21321100274764 30.992731301581035, 77.21321155637654 30.992633167794036, 77.21320248854639 30.992535452282922, 77.21318388658536 30.992439096101485, 77.2131559296405 30.992345027212423, 77.21311888695246 30.99225415155056, 77.21307311526259 30.9921673442982, 77.19908791526258 30.9685330942982, 77.19903385537727 30.968451191456637, 77.19897202792278 30.968374981795005, 77.19890302833127 30.968305199254008, 77.19882752110655 30.968242515877662, 77.19874623342446 30.968187535341148, 77.1986599481298 30.968140787137088, 77.19856949619715 30.968102721476246, 77.19847574872806 30.968073704951735, 77.19837960856191 30.96805401700856, 77.19828200158103 30.968043847252364, 77.19818386779403 30.96804329362347, 77.19808615228293 30.96805236145362, 77.19798979610148 30.968070963414654, 77.19789572721243 30.968098920359516, 77.19780485155056 30.96813596304755, 77.1977180442982 30.968181734737417, 77.19763614145664 30.968235794622725, 77.197559931795 30.968297622077223, 77.19749014925401 30.968366621668725, 77.19742746587767 30.96844212889345, 77.19737248534115 30.968523416575543, 77.19732573713709 30.968609701870196, 77.19728767147625 30.968700153802843, 77.19725865495174 30.968793901271937, 77.19723896700856 30.968890041438094, 77.19722879725236 30.968987648418963, 77.19722824362347 30.969085782205962, 77.19723731145362 30.969183497717076, 77.19725591341465 30.969279853898513, 77.19728387035951 30.969373922787575, 77.19732091304755 30.969464798449437, 77.19736668473742 30.9695516057018, 77.21135188473743 30.9931858557018))",173217,Shimla,Z103,Chail - Kufri Road,secondary,40,30.96904235,77.1982273
"POLYGON ((77.4440565 30.9672735, 77.44405168472667 30.96717548285967, 77.4440372852804 30.967078409677985, 77.44401344033572 30.966983215322745, 77.4439803795325 30.966890816567634, 77.44393842126435 30.966802103263174, 77.4438879696123 30.966717929766983, 77.44382951045336 30.96663910671584, 77.44376360678119 30.966566393218816, 77.44369089328416 30.96650048954664, 77.44361207023302 30.9664420303877, 77.44352789673682 30.966391578735653, 77.44343918343236 30.96634962046749, 77.44334678467725 30.966316559664268, 77.443251590322 30.966292714719597, 77.44315451714033 30.96627831527333, 77.4430565 30.9662735, 77.44295848285967 30.96627831527333, 77.44286140967799 30.966292714719597, 77.44276621532275 30.966316559664268, 77.44267381656763 30.96634962046749, 77.44258510326317 30.966391578735653, 77.44250092976698 30.9664420303877, 77.44242210671584 30.96650048954664, 77.4423493932188 30.966566393218816, 77.44228348954664 30.96663910671584, 77.44222503038769 30.966717929766983, 77.44217457873565 30.966802103263174, 77.44213262046749 30.966890816567634, 77.44209955966427 30.966983215322745, 77.44207571471959 30.967078409677985, 77.44206131527332 30.96717548285967, 77.44205649999999 30.9672735, 77.44206131527332 30.967371517140332, 77.44207571471959 30.967468590322017, 77.44209955966427 30.967563784677257, 77.44213262046749 30.967656183432368, 77.44217457873565 30.96774489673683, 77.44222503038769 30.96782907023302, 77.44228348954664 30.967907893284163, 77.4423493932188 30.967980606781186, 77.44242210671584 30.968046510453362, 77.44250092976698 30.968104969612302, 77.44258510326317 30.96815542126435, 77.44267381656763 30.968197379532512, 77.44276621532275 30.968230440335734, 77.44286140967799 30.968254285280405, 77.44295848285967 30.968268684726674, 77.4430565 30.968273500000002, 77.44315451714033 30.968268684726674, 77.443251590322 30.968254285280405, 77.44334678467725 30.968230440335734, 77.44343918343236 30.968197379532512, 77.44352789673682 30.96815542126435, 77.44361207023302 30.968104969612302, 77.44369089328416 30.968046510453362, 77.44376360678119 30.967980606781186, 77.44382951045336 30.967907893284163, 77.4438879696123 30.96782907023302, 77.44393842126435 30.96774489673683, 77.4439803795325 30.967656183432368, 77.44401344033572 30.967563784677257, 77.4440372852804 30.967468590322017, 77.44405168472667 30.967371517140332, 77.4440565 30.9672735))",173223,Shimla,Z111,GianKot Basadhar Road,unclassified,40,30.9672735,77.4430565
"POLYGON ((77.7574177 31.51471005, 77.75741288472668 31.51461203285967, 77.7573984852804 31.514514959677985, 77.75737464033573 31.514419765322746, 77.75734157953251 31.514327366567635, 77.75729962126435 31.514238653263174, 77.75724916961231 31.514154479766983, 77.75719071045336 31.51407565671584, 77.75712480678119 31.514002943218816, 77.75705209328416 31.51393703954664, 77.75697327023302 31.5138785803877, 77.75688909673683 31.513828128735653, 77.75680038343236 31.51378617046749, 77.75670798467725 31.51375310966427, 77.75661279032201 31.513729264719597, 77.75651571714033 31.51371486527333, 77.7564177 31.51371005, 77.75631968285967 31.51371486527333, 77.75622260967799 31.513729264719597, 77.75612741532275 31.51375310966427, 77.75603501656764 31.51378617046749, 77.75594630326317 31.513828128735653, 77.75586212976698 31.5138785803877, 77.75578330671584 31.51393703954664, 77.75571059321881 31.514002943218816, 77.75564468954664 31.51407565671584, 77.75558623038769 31.514154479766983, 77.75553577873565 31.514238653263174, 77.75549382046749 31.514327366567635, 77.75546075966427 31.514419765322746, 77.7554369147196 31.514514959677985, 77.75542251527332 31.51461203285967, 77.7554177 31.51471005, 77.75542251527332 31.514808067140333, 77.7554369147196 31.514905140322018, 77.75546075966427 31.515000334677257, 77.75549382046749 31.51509273343237, 77.75553577873565 31.51518144673683, 77.75558623038769 31.51526562023302, 77.75564468954664 31.515344443284164, 77.75571059321881 31.515417156781186, 77.75578330671584 31.515483060453363, 77.75586212976698 31.515541519612302, 77.75594630326317 31.51559197126435, 77.75603501656764 31.515633929532513, 77.75612741532275 31.515666990335735, 77.75622260967799 31.515690835280406, 77.75631968285967 31.515705234726674, 77.7564177 31.515710050000003, 77.75651571714033 31.515705234726674, 77.75661279032201 31.515690835280406, 77.75670798467725 31.515666990335735, 77.75680038343236 31.515633929532513, 77.75688909673683 31.51559197126435, 77.75697327023302 31.515541519612302, 77.75705209328416 31.515483060453363, 77.75712480678119 31.515417156781186, 77.75719071045336 31.515344443284164, 77.75724916961231 31.51526562023302, 77.75729962126435 31.51518144673683, 77.75734157953251 31.51509273343237, 77.75737464033573 31.515000334677257, 77.7573984852804 31.514905140322018, 77.75741288472668 31.514808067140333, 77.7574177 31.51471005))",175007,Shimla,-,Unnamed Zone,trunk,40,31.51471005,77.7564177
"POLYGON ((77.08786745 31.24666255, 77.08786263472668 31.24656453285967, 77.0878482352804 31.246467459677984, 77.08782439033573 31.246372265322744, 77.08779132953251 31.246279866567633, 77.08774937126435 31.246191153263172, 77.08769891961231 31.24610697976698, 77.08764046045336 31.246028156715838, 77.08757455678119 31.245955443218815, 77.08750184328416 31.24588953954664, 77.08742302023302 31.2458310803877, 77.08733884673683 31.245780628735652, 77.08725013343236 31.24573867046749, 77.08715773467725 31.245705609664267, 77.08706254032201 31.245681764719595, 77.08696546714033 31.245667365273327, 77.08686745 31.24566255, 77.08676943285967 31.245667365273327, 77.08667235967799 31.245681764719595, 77.08657716532275 31.245705609664267, 77.08648476656764 31.24573867046749, 77.08639605326317 31.245780628735652, 77.08631187976698 31.2458310803877, 77.08623305671584 31.24588953954664, 77.08616034321881 31.245955443218815, 77.08609443954664 31.246028156715838, 77.08603598038769 31.24610697976698, 77.08598552873565 31.246191153263172, 77.08594357046749 31.246279866567633, 77.08591050966427 31.246372265322744, 77.0858866647196 31.246467459677984, 77.08587226527332 31.24656453285967, 77.08586745 31.24666255, 77.08587226527332 31.24676056714033, 77.0858866647196 31.246857640322016, 77.08591050966427 31.246952834677256, 77.08594357046749 31.247045233432367, 77.08598552873565 31.247133946736827, 77.08603598038769 31.24721812023302, 77.08609443954664 31.247296943284162, 77.08616034321881 31.247369656781185, 77.08623305671584 31.24743556045336, 77.08631187976698 31.2474940196123, 77.08639605326317 31.247544471264348, 77.08648476656764 31.24758642953251, 77.08657716532275 31.247619490335733, 77.08667235967799 31.247643335280404, 77.08676943285967 31.247657734726673, 77.08686745 31.24766255, 77.08696546714033 31.247657734726673, 77.08706254032201 31.247643335280404, 77.08715773467725 31.247619490335733, 77.08725013343236 31.24758642953251, 77.08733884673683 31.247544471264348, 77.08742302023302 31.2474940196123, 77.08750184328416 31.24743556045336, 77.08757455678119 31.247369656781185, 77.08764046045336 31.247296943284162, 77.08769891961231 31.24721812023302, 77.08774937126435 31.247133946736827, 77.08779132953251 31.247045233432367, 77.08782439033573 31.246952834677256, 77.0878482352804 31.246857640322016, 77.08786263472668 31.24676056714033, 77.08786745 31.24666255))",175009,Shimla,Z101,SH13,primary,30,31.24666255,77.08686745
"POLYGON ((77.8211588 31.54735755, 77.12196535 31.2302998, 77.2302034 31.0123762, 77.8210395 31.5472353, 77.8211588 31.54735755))",Pincode Not Found,Shimla,Z101,SH13,primary,30,31.2302998,77.12196535
