geometry,Pincode,District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude
"POLYGON ((77.01228945 11.3266528, 77.1028401 11.3056142, 77.10157045 11.31714225, 77.0151057 11.32790915, 77.0140811 11.32745715, 77.01228945 11.3266528))",641302,Coimbatore,Z121,Udhagamandalam - Kotagiri - Mettupalayam - Sathy - Gobi - Erode Road,primary,50,11.32790915,77.0151057
"POLYGON ((76.8952524 11.2962566, 76.8972543 11.2981155, 76.89578935 11.29750755, 76.8952524 11.2962566))",641305,Coimbatore,Z126,Velliankadu Road to Bathirakaliamman Koil,tertiary,50,11.2962566,76.8952524
"POLYGON ((77.1890773 11.01428835, 77.1748087 11.02333675, 77.17450645 11.02351795, 77.1740504 11.0236599, 77.1622734 11.0256831, 77.14820445 11.02753655, 77.13100885 11.0282151, 77.13103805 11.02811515, 77.1890773 11.01428835))",641401,Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.02333675,77.1748087
"POLYGON ((77.08505805 11.01240255, 77.0921614 11.01357425, 77.1309408 11.0281122, 77.12769 11.02778415, 77.0910654 11.01681235, 77.08505805 11.01240255))",641402,Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.01240255,77.08505805
"POLYGON ((77.1073027 11.0729016, 77.1073826 11.0727757, 77.15606705 11.0972186, 77.15601775 11.09735085, 77.13683235 11.0904825, 77.131308 11.0883462, 77.1091399 11.0779475, 77.1080991 11.07744285, 77.1073027 11.0729016))",641407,Coimbatore,-,Unnamed Zone,trunk,100,11.09208625,77.1421503
"POLYGON ((77.10284765 11.3054088, 77.10184635 11.23232775, 77.102173 11.2110144, 77.10438975 11.2331163, 77.10284765 11.3054088))",641653,Coimbatore,Z133,Odhimalai Road,tertiary,40,11.3054088,77.10284765
"POLYGON ((77.20178474198279 11.134290558129912, 77.20173361332512 11.134206794133952, 77.20167452055856 11.134128444969342, 77.20160803277874 11.134056265181366, 77.20153479029936 11.133990949900843, 77.20145549848553 11.133933128149627, 77.20137092096074 11.13388335678279, 77.2012818722528 11.133842115125805, 77.20118920994946 11.133809800358373, 77.20109382643933 11.133786723689369, 77.20099664031778 11.133773107359731, 77.20089858754027 11.133769082502155, 77.20080061240866 11.133774687878223, 77.20070365847701 11.133789869505096, 77.2006086594647 11.13381448117541, 77.20051653026415 11.133848285865325, 77.20042815812991 11.133890958017197, 77.20034439413395 11.133942086674878, 77.20026604496934 11.134001179441444, 77.20019386518136 11.13406766722125, 77.20012854990084 11.13414090970063, 77.20007072814963 11.134220201514468, 77.20002095678278 11.134304779039255, 77.1999797151258 11.13439382774719, 77.19994740035837 11.134486490050534, 77.19992432368936 11.134581873560657, 77.19991070735972 11.134679059682211, 77.19990668250215 11.13477711245972, 77.19991228787822 11.134875087591334, 77.19992746950508 11.134972041522978, 77.1999520811754 11.135067040535288, 77.19998588586532 11.135159169735845, 77.2000285580172 11.135247541870086, 77.2090887080172 11.151874041870087, 77.20913983667488 11.151957805866047, 77.20919892944144 11.152036155030657, 77.20926541722126 11.152108334818633, 77.20933865970063 11.152173650099156, 77.20941795151447 11.152231471850373, 77.20950252903926 11.152281243217208, 77.20959157774719 11.152322484874194, 77.20968424005054 11.152354799641627, 77.20977962356066 11.15237787631063, 77.20987680968221 11.152391492640268, 77.20997486245973 11.152395517497844, 77.21007283759134 11.152389912121777, 77.21016979152299 11.152374730494904, 77.21026479053529 11.15235011882459, 77.21035691973584 11.152316314134675, 77.21044529187009 11.152273641982802, 77.21052905586605 11.152222513325121, 77.21060740503066 11.152163420558555, 77.21067958481864 11.152096932778749, 77.21074490009916 11.15202369029937, 77.21080272185037 11.151944398485531, 77.21085249321722 11.151859820960745, 77.21089373487419 11.15177077225281, 77.21092604964163 11.151678109949465, 77.21094912631064 11.151582726439342, 77.21096274264028 11.151485540317788, 77.21096676749785 11.15138748754028, 77.21096116212178 11.151289512408665, 77.21094598049491 11.151192558477021, 77.2109213688246 11.151097559464711, 77.21088756413468 11.151005430264155, 77.2108448919828 11.150917058129913, 77.20178474198279 11.134290558129912))",641654,Coimbatore,-,Unnamed Zone,trunk,100,11.15139555,77.2099668
"POLYGON ((77.19926195 11.1316152, 77.20055075 11.13401455, 77.2004455 11.13410105, 77.15857095 11.1487481, 77.1592921 11.14690285, 77.17709815 11.10764445, 77.19926195 11.1316152))",641659,Coimbatore,Z104,Annur - Karumathampatti Road,primary,60,11.1487481,77.15857095
"POLYGON ((77.1996708 11.1326258, 77.156411 11.0975235, 77.19119015 11.07838575, 77.1996708 11.1326258))",641668,Coimbatore,-,Unnamed Zone,trunk,100,11.10684445,77.1760327
"POLYGON ((77.01214205 10.69598445, 76.99507645 10.6530187, 77.07225975 10.65218695, 77.0723208 10.65231505, 77.01214205 10.69598445))",642001,Coimbatore,Z110,Pollachi - Palakkad Road,primary,60,10.6591465,77.00797375
"POLYGON ((77.01690915 10.71728495, 77.01233545 10.69670445, 77.0132558 10.69852235, 77.01473125 10.7020669, 77.01508925 10.7029565, 77.01580475 10.70531145, 77.0169734 10.71618595, 77.01706875 10.7172566, 77.01690915 10.71728495))",642002,Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.70298815,77.0149307
"POLYGON ((77.09219885 10.638219, 77.01607355 10.70562635, 77.0724858 10.65223345, 77.08157915 10.6447817, 77.08210845 10.64440305, 77.09219885 10.638219))",642003,Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.638219,77.09219885
"POLYGON ((76.98696275 10.6509414, 76.9825366 10.64970545, 76.9860123 10.65063335, 76.98696275 10.6509414))",642004,Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65063335,76.9860123
"POLYGON ((76.94607855874106 10.636548910494957, 76.94598220902077 10.636567545892833, 76.94588814983912 10.63659553548023, 76.94579728703745 10.636632609702122, 76.94571049567422 10.636678411513483, 76.9456286115977 10.636732499817832, 76.9455524233963 10.636794353715233, 76.94548266480405 10.636863377518837, 76.94542000763434 10.636938906491688, 76.94536505530996 10.637020213248485, 76.94531833705184 10.637106514760715, 76.94528030278232 10.637196979897638, 76.94525131879224 10.637290737430531, 76.94523166421325 10.637386884423101, 76.9452215283297 10.637484494927248, 76.94522100875567 10.63758262890046, 76.94523011049495 10.63768034125893, 76.94524874589283 10.637776690979228, 76.94527673548022 10.63787075016088, 76.94531380970211 10.637961612962547, 76.94535961151348 10.63804840432578, 76.94541369981782 10.638130288402303, 76.94547555371523 10.638206476603699, 76.94554457751883 10.63827623519594, 76.94562010649167 10.638338892365649, 76.94570141324847 10.638393844690029, 76.94578771476071 10.638440562948157, 76.94587817989763 10.638478597217667, 76.94597193743053 10.638507581207751, 76.94606808442309 10.638527235786745, 76.94616569492725 10.638537371670305, 76.94626382890046 10.638537891244331, 76.94636154125892 10.638528789505044, 76.94715459125894 10.638415439505044, 76.94725094097923 10.638396804107169, 76.94734500016088 10.63836881451977, 76.94743586296255 10.638331740297879, 76.94752265432578 10.638285938486518, 76.9476045384023 10.63823185018217, 76.9476807266037 10.638169996284768, 76.94775048519595 10.638100972481164, 76.94781314236566 10.638025443508313, 76.94786809469004 10.637944136751516, 76.94791481294816 10.637857835239286, 76.94795284721768 10.637767370102363, 76.94798183120776 10.63767361256947, 76.94800148578675 10.6375774655769, 76.9480116216703 10.637479855072753, 76.94801214124433 10.63738172109954, 76.94800303950505 10.637284008741071, 76.94798440410717 10.637187659020773, 76.94795641451978 10.63709359983912, 76.94791934029789 10.637002737037454, 76.94787353848652 10.636915945674222, 76.94781945018218 10.636834061597698, 76.94775759628477 10.636757873396302, 76.94768857248117 10.63668811480406, 76.94761304350833 10.636625457634352, 76.94753173675153 10.636570505309972, 76.94744543523929 10.636523787051845, 76.94735497010237 10.636485752782335, 76.94726121256947 10.63645676879225, 76.94716506557691 10.636437114213257, 76.94706745507276 10.636426978329697, 76.94696932109954 10.63642645875567, 76.94687160874108 10.636435560494958, 76.94607855874106 10.636548910494957))",642103,Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.6374255,76.9470131
"POLYGON ((77.0146846 10.847882, 77.0148809 10.7845833, 77.0178482 10.767162, 77.0195127 10.75837735, 77.01810025 10.8174514, 77.0177811 10.82963665, 77.0172733 10.83287825, 77.0146846 10.847882))",642109,Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.75837735,77.0195127
"POLYGON ((77.01965865 10.74468355, 77.01965295 10.75754095, 76.95106645 11.267353, 76.94867405 11.2765745, 77.01777035 10.7260884, 77.01789325 10.72579315, 77.01894685 10.73364875, 77.01897295 10.73396455, 77.01965865 10.74468355))",642110,Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7449736,77.0196172
"POLYGON ((77.17008375 10.61293665, 77.12925445 10.6655634, 77.12910435 10.66549945, 77.12269655 10.6591495, 77.1065558 10.63195685, 77.1224797 10.6257541, 77.12775575 10.62407785, 77.1280107 10.62399915, 77.16464615 10.6140875, 77.17008375 10.61293665))",642117,Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.6201101,77.15067275
"POLYGON ((77.01696322062196 10.726212321489234, 77.01698050074407 10.726308923476973, 77.01700716630826 10.726403366551585, 77.01704296051057 10.726494741174632, 77.01708753863326 10.726582167358542, 77.01714047136464 10.726664803141373, 77.01720124893357 10.726741852695364, 77.01726928601884 10.72681257399119, 77.01734392738614 10.726876285944112, 77.01742445419826 10.726932374973194, 77.01751009093802 10.726980300910425, 77.01760001287678 10.727019602202832, 77.01769335401713 10.727049900357482, 77.01778921543284 10.727070903586586, 77.01788667392609 10.727082409617564, 77.0179847909183 10.727084307641048, 77.01808262148923 10.727076579378036, 77.01817922347698 10.727059299255924, 77.01827366655158 10.727032633691735, 77.01836504117463 10.726996839489427, 77.01845246735854 10.726952261366739, 77.01853510314137 10.726899328635358, 77.01861215269537 10.726838551066425, 77.01868287399118 10.726770513981155, 77.01874658594411 10.726695872613867, 77.01880267497319 10.726615345801735, 77.01885060091043 10.726529709061978, 77.01888990220283 10.726439787123216, 77.01892020035748 10.726346445982873, 77.01894120358658 10.726250584567158, 77.01895270961757 10.726153126073907, 77.01895460764105 10.726055009081687, 77.01894687937803 10.725957178510766, 77.01792337937803 10.717999778510766, 77.01790609925592 10.717903176523027, 77.01787943369173 10.717808733448415, 77.01784363948943 10.717717358825368, 77.01779906136673 10.717629932641458, 77.01774612863535 10.717547296858626, 77.01768535106642 10.717470247304636, 77.01761731398115 10.71739952600881, 77.01754267261386 10.717335814055888, 77.01746214580173 10.717279725026806, 77.01737650906198 10.717231799089575, 77.01728658712321 10.717192497797168, 77.01719324598287 10.717162199642518, 77.01709738456715 10.717141196413413, 77.01699992607391 10.717129690382436, 77.01690180908169 10.717127792358951, 77.01680397851077 10.717135520621964, 77.01670737652302 10.717152800744076, 77.01661293344841 10.717179466308265, 77.01652155882536 10.717215260510573, 77.01643413264145 10.717259838633261, 77.01635149685862 10.717312771364641, 77.01627444730462 10.717373548933574, 77.01620372600881 10.717441586018845, 77.01614001405588 10.717516227386133, 77.0160839250268 10.717596754198265, 77.01603599908957 10.717682390938021, 77.01599669779716 10.717772312876784, 77.01596639964251 10.717865654017126, 77.01594539641341 10.717961515432842, 77.01593389038243 10.718058973926093, 77.01593199235894 10.718157090918313, 77.01593972062196 10.718254921489233, 77.01696322062196 10.726212321489234))",642120,Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.71812735,77.01693155
"POLYGON ((76.85663310000001 11.34144025, 76.85662828472668 11.34134223285967, 76.85661388528041 11.341245159677984, 76.85659004033573 11.341149965322746, 76.85655697953251 11.341057566567635, 76.85651502126436 11.340968853263174, 76.85646456961231 11.34088467976698, 76.85640611045336 11.340805856715836, 76.8563402067812 11.340733143218813, 76.85626749328416 11.340667239546637, 76.85618867023302 11.340608780387697, 76.85610449673683 11.340558328735652, 76.85601578343237 11.340516370467489, 76.85592338467725 11.340483309664268, 76.85582819032201 11.340459464719597, 76.85573111714034 11.340445065273327, 76.8556331 11.34044025, 76.85553508285967 11.340445065273327, 76.855438009678 11.340459464719597, 76.85534281532276 11.340483309664268, 76.85525041656764 11.340516370467489, 76.85516170326318 11.340558328735652, 76.85507752976699 11.340608780387697, 76.85499870671585 11.340667239546637, 76.85492599321881 11.340733143218813, 76.85486008954665 11.340805856715836, 76.8548016303877 11.34088467976698, 76.85475117873565 11.340968853263174, 76.8547092204675 11.341057566567635, 76.85467615966428 11.341149965322746, 76.8546523147196 11.341245159677984, 76.85463791527333 11.34134223285967, 76.8546331 11.34144025, 76.85463791527333 11.34153826714033, 76.8546523147196 11.341635340322016, 76.85467615966428 11.341730534677254, 76.8547092204675 11.341822933432365, 76.85475117873565 11.341911646736826, 76.8548016303877 11.34199582023302, 76.85486008954665 11.342074643284164, 76.85492599321881 11.342147356781187, 76.85499870671585 11.342213260453363, 76.85507752976699 11.342271719612302, 76.85516170326318 11.342322171264348, 76.85525041656764 11.34236412953251, 76.85534281532276 11.342397190335731, 76.855438009678 11.342421035280402, 76.85553508285967 11.342435434726672, 76.8556331 11.34244025, 76.85573111714034 11.342435434726672, 76.85582819032201 11.342421035280402, 76.85592338467725 11.342397190335731, 76.85601578343237 11.34236412953251, 76.85610449673683 11.342322171264348, 76.85618867023302 11.342271719612302, 76.85626749328416 11.342213260453363, 76.8563402067812 11.342147356781187, 76.85640611045336 11.342074643284164, 76.85646456961231 11.34199582023302, 76.85651502126436 11.341911646736826, 76.85655697953251 11.341822933432365, 76.85659004033573 11.341730534677254, 76.85661388528041 11.341635340322016, 76.85662828472668 11.34153826714033, 76.85663310000001 11.34144025))",643103,Coimbatore,Z101,Coonoor-Mettupalayam Rd,trunk,35,11.34144025,76.8556331
"POLYGON ((77.00328760000001 10.99711645, 77.00328278472668 10.99701843285967, 77.0032683852804 10.996921359677984, 77.00324454033573 10.996826165322746, 77.00321147953251 10.996733766567635, 77.00316952126435 10.996645053263174, 77.00311906961231 10.99656087976698, 77.00306061045336 10.996482056715836, 77.0029947067812 10.996409343218813, 77.00292199328416 10.996343439546637, 77.00284317023302 10.996284980387697, 77.00275899673683 10.996234528735652, 77.00267028343237 10.996192570467489, 77.00257788467725 10.996159509664269, 77.00248269032201 10.996135664719597, 77.00238561714033 10.996121265273327, 77.0022876 10.99611645, 77.00218958285967 10.996121265273327, 77.002092509678 10.996135664719597, 77.00199731532275 10.996159509664269, 77.00190491656764 10.996192570467489, 77.00181620326317 10.996234528735652, 77.00173202976698 10.996284980387697, 77.00165320671584 10.996343439546637, 77.00158049321881 10.996409343218813, 77.00151458954664 10.996482056715836, 77.0014561303877 10.99656087976698, 77.00140567873565 10.996645053263174, 77.0013637204675 10.996733766567635, 77.00133065966428 10.996826165322746, 77.0013068147196 10.996921359677984, 77.00129241527333 10.99701843285967, 77.0012876 10.99711645, 77.00129241527333 10.99721446714033, 77.0013068147196 10.997311540322016, 77.00133065966428 10.997406734677254, 77.0013637204675 10.997499133432365, 77.00140567873565 10.997587846736826, 77.0014561303877 10.99767202023302, 77.00151458954664 10.997750843284164, 77.00158049321881 10.997823556781187, 77.00165320671584 10.997889460453363, 77.00173202976698 10.997947919612303, 77.00181620326317 10.997998371264348, 77.00190491656764 10.998040329532511, 77.00199731532275 10.998073390335732, 77.002092509678 10.998097235280403, 77.00218958285967 10.998111634726673, 77.0022876 10.99811645, 77.00238561714033 10.998111634726673, 77.00248269032201 10.998097235280403, 77.00257788467725 10.998073390335732, 77.00267028343237 10.998040329532511, 77.00275899673683 10.997998371264348, 77.00284317023302 10.997947919612303, 77.00292199328416 10.997889460453363, 77.0029947067812 10.997823556781187, 77.00306061045336 10.997750843284164, 77.00311906961231 10.99767202023302, 77.00316952126435 10.997587846736826, 77.00321147953251 10.997499133432365, 77.00324454033573 10.997406734677254, 77.0032683852804 10.997311540322016, 77.00328278472668 10.99721446714033, 77.00328760000001 10.99711645))",661005,Coimbatore,Z184,Tiruchi Road,trunk,40,10.99711645,77.0022876
"POLYGON ((76.81723575000001 10.61487715, 76.81723093472668 10.61477913285967, 76.81721653528041 10.614682059677984, 76.81719269033573 10.614586865322746, 76.81715962953251 10.614494466567635, 76.81711767126436 10.614405753263174, 76.81706721961231 10.61432157976698, 76.81700876045336 10.614242756715836, 76.8169428567812 10.614170043218813, 76.81687014328416 10.614104139546637, 76.81679132023302 10.614045680387697, 76.81670714673683 10.613995228735652, 76.81661843343237 10.613953270467489, 76.81652603467725 10.613920209664268, 76.81643084032201 10.613896364719597, 76.81633376714034 10.613881965273327, 76.81623575 10.61387715, 76.81613773285967 10.613881965273327, 76.816040659678 10.613896364719597, 76.81594546532276 10.613920209664268, 76.81585306656764 10.613953270467489, 76.81576435326318 10.613995228735652, 76.81568017976699 10.614045680387697, 76.81560135671585 10.614104139546637, 76.81552864321881 10.614170043218813, 76.81546273954665 10.614242756715836, 76.8154042803877 10.61432157976698, 76.81535382873565 10.614405753263174, 76.8153118704675 10.614494466567635, 76.81527880966428 10.614586865322746, 76.8152549647196 10.614682059677984, 76.81524056527333 10.61477913285967, 76.81523575 10.61487715, 76.81524056527333 10.61497516714033, 76.8152549647196 10.615072240322016, 76.81527880966428 10.615167434677254, 76.8153118704675 10.615259833432365, 76.81535382873565 10.615348546736826, 76.8154042803877 10.61543272023302, 76.81546273954665 10.615511543284164, 76.81552864321881 10.615584256781187, 76.81560135671585 10.615650160453363, 76.81568017976699 10.615708619612302, 76.81576435326318 10.615759071264348, 76.81585306656764 10.615801029532511, 76.81594546532276 10.615834090335731, 76.816040659678 10.615857935280403, 76.81613773285967 10.615872334726673, 76.81623575 10.61587715, 76.81633376714034 10.615872334726673, 76.81643084032201 10.615857935280403, 76.81652603467725 10.615834090335731, 76.81661843343237 10.615801029532511, 76.81670714673683 10.615759071264348, 76.81679132023302 10.615708619612302, 76.81687014328416 10.615650160453363, 76.8169428567812 10.615584256781187, 76.81700876045336 10.615511543284164, 76.81706721961231 10.61543272023302, 76.81711767126436 10.615348546736826, 76.81715962953251 10.615259833432365, 76.81719269033573 10.615167434677254, 76.81721653528041 10.615072240322016, 76.81723093472668 10.61497516714033, 76.81723575000001 10.61487715))",678507,Coimbatore,Z178,Kollengode-Pollachi Road,primary,60,10.61487715,76.81623575
"POLYGON ((76.7946339 10.64982485, 76.8467529 10.62301575, 76.87568235 10.63004735, 76.8641898 10.6331659, 76.7946339 10.64982485))",678533,Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.62309645,76.84697075
"POLYGON ((76.87144965 10.69332185, 76.87144483472667 10.69322383285967, 76.8714304352804 10.693126759677984, 76.87140659033572 10.693031565322746, 76.8713735295325 10.692939166567635, 76.87133157126435 10.692850453263175, 76.8712811196123 10.69276627976698, 76.87122266045336 10.692687456715836, 76.87115675678119 10.692614743218813, 76.87108404328416 10.692548839546637, 76.87100522023302 10.692490380387698, 76.87092104673683 10.692439928735652, 76.87083233343236 10.69239797046749, 76.87073993467725 10.692364909664269, 76.870644740322 10.692341064719598, 76.87054766714033 10.692326665273328, 76.87044965 10.69232185, 76.87035163285967 10.692326665273328, 76.87025455967799 10.692341064719598, 76.87015936532275 10.692364909664269, 76.87006696656763 10.69239797046749, 76.86997825326317 10.692439928735652, 76.86989407976698 10.692490380387698, 76.86981525671584 10.692548839546637, 76.8697425432188 10.692614743218813, 76.86967663954664 10.692687456715836, 76.86961818038769 10.69276627976698, 76.86956772873565 10.692850453263175, 76.86952577046749 10.692939166567635, 76.86949270966427 10.693031565322746, 76.8694688647196 10.693126759677984, 76.86945446527332 10.69322383285967, 76.86944964999999 10.69332185, 76.86945446527332 10.69341986714033, 76.8694688647196 10.693516940322016, 76.86949270966427 10.693612134677254, 76.86952577046749 10.693704533432365, 76.86956772873565 10.693793246736826, 76.86961818038769 10.69387742023302, 76.86967663954664 10.693956243284164, 76.8697425432188 10.694028956781187, 76.86981525671584 10.694094860453363, 76.86989407976698 10.694153319612303, 76.86997825326317 10.694203771264348, 76.87006696656763 10.694245729532511, 76.87015936532275 10.694278790335732, 76.87025455967799 10.694302635280403, 76.87035163285967 10.694317034726673, 76.87044965 10.69432185, 76.87054766714033 10.694317034726673, 76.870644740322 10.694302635280403, 76.87073993467725 10.694278790335732, 76.87083233343236 10.694245729532511, 76.87092104673683 10.694203771264348, 76.87100522023302 10.694153319612303, 76.87108404328416 10.694094860453363, 76.87115675678119 10.694028956781187, 76.87122266045336 10.693956243284164, 76.8712811196123 10.69387742023302, 76.87133157126435 10.693793246736826, 76.8713735295325 10.693704533432365, 76.87140659033572 10.693612134677254, 76.8714304352804 10.693516940322016, 76.87144483472667 10.69341986714033, 76.87144965 10.69332185))",678554,Coimbatore,Z156,Palakkad - Pollachi Road,primary,80,10.69332185,76.87044965
"POLYGON ((76.84280555 10.85260555, 76.8429029 10.8525298, 76.85599685 10.85337765, 76.8571717 10.8535052, 76.86224455 10.85625995, 76.8639903 10.8572807, 76.86505925 10.85794025, 76.84557775 10.85451705, 76.8449986 10.8542567, 76.8430852 10.8529566, 76.84280555 10.85260555))",678624,Coimbatore,Z150,Kerala-Tamil Nadu Border Bridge,trunk,70,10.85260555,76.84280555
