geometry,Pincode,District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude
"POLYGON ((77.5458132 12.9774566, 77.55717475 12.9852287, 77.55783015 12.9874884, 77.5580397 12.98831745, 77.555455 12.9911923, 77.55465475 12.9915455, 77.5490488 12.9843573, 77.5458132 12.9774566))",560010,Banglore,Z198,6th Main Road,residential,20,12.9874884,77.55783015
"POLYGON ((77.55585125 13.015802, 77.5675463 13.01300615, 77.56900175 13.01345975, 77.57284455 13.0146629, 77.5737471 13.02747385, 77.5712302 13.02830925, 77.5566657 13.01681835, 77.55585125 13.015802))",560012,Banglore,Z170,New BEL Road,secondary,50,13.02233975,77.57225925
"POLYGON ((77.54301795 13.03936735, 77.5613026 13.043674, 77.56213665 13.0441492, 77.56252045 13.04442705, 77.56296835 13.04489125, 77.5547877 13.0441491, 77.54681505 13.0415513, 77.5462045 13.0412833, 77.5432254 13.039544, 77.54301795 13.03936735))",560013,Banglore,Z416,Kuvempu Underpass,trunk,60,13.043674,77.5613026
"POLYGON ((77.5297322 13.070792, 77.5046941 13.0647189, 77.5067764 13.0611733, 77.5104009 13.0623846, 77.5297322 13.070792))",560015,Banglore,Z203,Lakshmipura Road,tertiary,40,13.070792,77.5297322
"POLYGON ((77.6646468 12.9951643, 77.6891818 12.9882278, 77.6880027 12.99033475, 77.6619948 13.0337939, 77.6616395 13.0338882, 77.6612939 13.0339795, 77.66100495 13.0338229, 77.6603019 13.03307415, 77.6636089 12.9973325, 77.6646468 12.9951643))",560016,Banglore,-,Unnamed Zone,trunk_link,40,12.99544575,77.66474305
"POLYGON ((77.65342885 12.95274835, 77.6676747 12.9581516, 77.66666265 12.95833885, 77.6659828 12.9583935, 77.65342885 12.95274835))",560017,Banglore,Z134,3rd Cross Road,residential,20,12.95274835,77.65342885
"POLYGON ((77.5574898 12.96068335, 77.5674659 12.95518145, 77.57260455 12.95734205, 77.5712886 12.9599164, 77.57014435 12.9603373, 77.5574898 12.96068335))",560018,Banglore,-,Unnamed Zone,residential,20,12.9592846,77.5694621
"POLYGON ((77.55757595 12.94448925, 77.56284565 12.93769605, 77.56782445 12.94363185, 77.567706 12.94440845, 77.5667999 12.9452498, 77.5657341 12.94601855, 77.5576638 12.94458555, 77.55757595 12.94448925))",560019,Banglore,Z110,Hanumantha Nagar Main Road / 50 Feet Road,secondary,30,12.94180135,77.56488225
"POLYGON ((77.58164705 12.99646745, 77.58164223472667 12.996369432859671, 77.5816278352804 12.996272359677985, 77.58160399033572 12.996177165322747, 77.5815709295325 12.996084766567636, 77.58152897126435 12.995996053263175, 77.5814785196123 12.99591187976698, 77.58142006045335 12.995833056715837, 77.58135415678119 12.995760343218814, 77.58128144328415 12.995694439546638, 77.58120262023301 12.995635980387698, 77.58111844673682 12.995585528735653, 77.58102973343236 12.99554357046749, 77.58093733467724 12.99551050966427, 77.580842140322 12.995486664719598, 77.58074506714033 12.995472265273328, 77.58064705 12.995467450000001, 77.58054903285966 12.995472265273328, 77.58045195967799 12.995486664719598, 77.58035676532275 12.99551050966427, 77.58026436656763 12.99554357046749, 77.58017565326317 12.995585528735653, 77.58009147976698 12.995635980387698, 77.58001265671584 12.995694439546638, 77.5799399432188 12.995760343218814, 77.57987403954664 12.995833056715837, 77.57981558038769 12.99591187976698, 77.57976512873564 12.995996053263175, 77.57972317046749 12.996084766567636, 77.57969010966427 12.996177165322747, 77.57966626471959 12.996272359677985, 77.57965186527332 12.996369432859671, 77.57964704999999 12.99646745, 77.57965186527332 12.99656546714033, 77.57966626471959 12.996662540322017, 77.57969010966427 12.996757734677255, 77.57972317046749 12.996850133432366, 77.57976512873564 12.996938846736827, 77.57981558038769 12.997023020233021, 77.57987403954664 12.997101843284165, 77.5799399432188 12.997174556781188, 77.58001265671584 12.997240460453364, 77.58009147976698 12.997298919612303, 77.58017565326317 12.997349371264349, 77.58026436656763 12.997391329532512, 77.58035676532275 12.997424390335732, 77.58045195967799 12.997448235280403, 77.58054903285966 12.997462634726674, 77.58064705 12.99746745, 77.58074506714033 12.997462634726674, 77.580842140322 12.997448235280403, 77.58093733467724 12.997424390335732, 77.58102973343236 12.997391329532512, 77.58111844673682 12.997349371264349, 77.58120262023301 12.997298919612303, 77.58128144328415 12.997240460453364, 77.58135415678119 12.997174556781188, 77.58142006045335 12.997101843284165, 77.5814785196123 12.997023020233021, 77.58152897126435 12.996938846736827, 77.5815709295325 12.996850133432366, 77.58160399033572 12.996757734677255, 77.5816278352804 12.996662540322017, 77.58164223472667 12.99656546714033, 77.58164705 12.99646745))",560020,Banglore,-,Unnamed Zone,residential,20,12.99646745,77.58064705
"POLYGON ((77.56704780000001 12.98471055, 77.56704298472668 12.984612532859671, 77.56702858528041 12.984515459677985, 77.56700474033573 12.984420265322747, 77.56697167953251 12.984327866567636, 77.56692972126436 12.984239153263175, 77.56687926961231 12.98415497976698, 77.56682081045336 12.984076156715837, 77.5667549067812 12.984003443218814, 77.56668219328417 12.983937539546638, 77.56660337023303 12.983879080387698, 77.56651919673683 12.983828628735653, 77.56643048343237 12.98378667046749, 77.56633808467726 12.98375360966427, 77.56624289032202 12.983729764719598, 77.56614581714034 12.983715365273328, 77.5660478 12.983710550000001, 77.56594978285968 12.983715365273328, 77.565852709678 12.983729764719598, 77.56575751532276 12.98375360966427, 77.56566511656764 12.98378667046749, 77.56557640326318 12.983828628735653, 77.56549222976699 12.983879080387698, 77.56541340671585 12.983937539546638, 77.56534069321881 12.984003443218814, 77.56527478954665 12.984076156715837, 77.5652163303877 12.98415497976698, 77.56516587873566 12.984239153263175, 77.5651239204675 12.984327866567636, 77.56509085966428 12.984420265322747, 77.5650670147196 12.984515459677985, 77.56505261527333 12.984612532859671, 77.5650478 12.98471055, 77.56505261527333 12.98480856714033, 77.5650670147196 12.984905640322017, 77.56509085966428 12.985000834677255, 77.5651239204675 12.985093233432366, 77.56516587873566 12.985181946736827, 77.5652163303877 12.985266120233021, 77.56527478954665 12.985344943284165, 77.56534069321881 12.985417656781188, 77.56541340671585 12.985483560453364, 77.56549222976699 12.985542019612303, 77.56557640326318 12.985592471264349, 77.56566511656764 12.985634429532512, 77.56575751532276 12.985667490335732, 77.565852709678 12.985691335280404, 77.56594978285968 12.985705734726674, 77.5660478 12.98571055, 77.56614581714034 12.985705734726674, 77.56624289032202 12.985691335280404, 77.56633808467726 12.985667490335732, 77.56643048343237 12.985634429532512, 77.56651919673683 12.985592471264349, 77.56660337023303 12.985542019612303, 77.56668219328417 12.985483560453364, 77.5667549067812 12.985417656781188, 77.56682081045336 12.985344943284165, 77.56687926961231 12.985266120233021, 77.56692972126436 12.985181946736827, 77.56697167953251 12.985093233432366, 77.56700474033573 12.985000834677255, 77.56702858528041 12.984905640322017, 77.56704298472668 12.98480856714033, 77.56704780000001 12.98471055))",560021,Banglore,Z134,3rd Cross Road,residential,30,12.98471055,77.5660478
"POLYGON ((77.55839175 13.0249209, 77.5425675 13.03898385, 77.54237605 13.0388246, 77.5342647 13.03200825, 77.52875115 13.0210132, 77.5545607 13.01550005, 77.5555751 13.0156283, 77.5556755 13.01568885, 77.5593093 13.01790545, 77.5584409 13.0247528, 77.55839175 13.0249209))",560022,Banglore,Z222,Tumkur Road,trunk,60,13.02893335,77.54012785
"POLYGON ((77.5484975 12.97485235, 77.57038905 12.97472835, 77.56967845 12.98232345, 77.569024 12.9824569, 77.56884185 12.9824913, 77.5681837 12.9824097, 77.56599255 12.98183145, 77.5484975 12.97485235))",560023,Banglore,Z340,Old Mysuru Road,primary_link,40,12.97994955,77.56427615
"POLYGON ((77.6186347 13.0541765, 77.59348485 13.05523165, 77.5797126 13.0490645, 77.5784367 13.04769175, 77.58240255 13.02480645, 77.58447565 13.0229999, 77.6130888 13.04239235, 77.6186347 13.0541765))",560024,Banglore,Z101,Outer Ring Road,trunk_link,60,13.04286065,77.5915781
"POLYGON ((77.59493815 12.96243035, 77.6060303 12.9584127, 77.6194839 12.97217585, 77.619706 12.972583, 77.6082261 12.97501315, 77.601256 12.97276125, 77.59509665 12.9666229, 77.59493815 12.96243035))",560025,Banglore,Z102,Langford Road,tertiary,30,12.9623709,77.5951387
"POLYGON ((77.5577793 12.96088705, 77.5436826 12.96422945, 77.53644115 12.9536313, 77.5300509 12.94402945, 77.5328009 12.939531, 77.5577793 12.96088705))",560026,Banglore,Z107,Mysore Road,trunk,40,12.95912855,77.55559765
"POLYGON ((77.5967101 12.94525, 77.60542815 12.95096875, 77.60525975 12.9527424, 77.6051964 12.95309595, 77.60162665 12.96011085, 77.5968146 12.9647909, 77.5925363 12.9623411, 77.5930606 12.94852625, 77.5958062 12.9458338, 77.5967101 12.94525))",560027,Banglore,Z144,Mission Road,primary,20,12.96252625,77.59491275
"POLYGON ((77.59727395 12.9430804, 77.60008995 12.91673525, 77.61544315 12.9288932, 77.61194555 12.93502575, 77.59727395 12.9430804))",560029,Banglore,Z106,Dairy Circle Flyover,primary,50,12.93721265,77.60071265
"POLYGON ((77.6057289 12.9501546, 77.6063381 12.94631465, 77.6079472 12.94275265, 77.6076952 12.94386465, 77.6074446 12.9448022, 77.60594295 12.9497953, 77.60588135 12.94998895, 77.6057289 12.9501546))",560030,Banglore,Z168,Hosur Road,primary,60,12.94999215,77.6057813
"POLYGON ((77.584555 13.0227005, 77.5914379 13.01624815, 77.6024819 13.02234495, 77.6026154 13.022575, 77.60408755 13.0267101, 77.60213075 13.0380103, 77.6018556 13.0381117, 77.58593665 13.026952, 77.5853241 13.02596095, 77.5850892 13.0253856, 77.58457835 13.02289525, 77.584555 13.0227005))",560032,Banglore,Z147,RT Nagar Main Road,construction,40,13.01624815,77.5914379
"POLYGON ((77.65247025 12.99573955, 77.6572482 12.9975878, 77.6353194 13.0031928, 77.62973315 13.00424605, 77.62867965 13.00351125, 77.62949395 13.00314625, 77.63024065 13.0028808, 77.65247025 12.99573955))",560033,Banglore,Z162,8th Main Road,residential,50,12.99573955,77.65247025
"POLYGON ((77.62464525 12.93462035, 77.6149907 12.9298107, 77.6151101 12.9294558, 77.62094865 12.9198432, 77.6211671 12.9195294, 77.62271235 12.9173379, 77.6871288 12.9096515, 77.6505475 12.924477, 77.62464525 12.93462035))",560034,Banglore,Z101,Outer Ring Road,trunk,40,12.9173379,77.62271235
"POLYGON ((77.68411395 12.91917335, 77.6781324 12.91354285, 77.68022255 12.9040457, 77.6871569 12.90312075, 77.70573265 12.90260115, 77.68411395 12.91917335))",560035,Banglore,Z184,2nd Main Road,residential,15,12.9080915,77.6867513
"POLYGON ((77.67937735 13.0004192, 77.6840175 12.9959893, 77.7036544 13.0052438, 77.70950675 13.0097804, 77.70387235 13.01034825, 77.70375305 13.0103462, 77.69294925 13.00826175, 77.67937735 13.0004192))",560036,Banglore,Z158,Basavanapura Main Road,tertiary,30,13.0103462,77.70375305
"POLYGON ((77.6730359 12.94769755, 77.68230065 12.92160475, 77.71575075 12.9489916, 77.72833875 12.9627559, 77.7278748 12.9645452, 77.7259379 12.9708041, 77.6920677 12.9835464, 77.67987135 12.9669898, 77.6730359 12.94769755))",560037,Banglore,Z129,Namjoshi Road,secondary,40,12.9546325,77.6799487
"POLYGON ((77.63456549153443 12.981601067393035, 77.63457249947854 12.981503182586373, 77.63456987928865 12.981405082223171, 77.63455765619862 12.98130771106355, 77.6345359479235 12.981212006845007, 77.63450496352583 12.981118891251485, 77.63446500140232 12.98102926103705, 77.63441644641004 12.980943979389664, 77.63435976616013 12.980863867618213, 77.63429550651436 12.980789697242846, 77.63422428632826 12.980722182564827, 77.63414679149116 12.980661973787411, 77.6340637683207 12.980609650754038, 77.63397601637539 12.980565717364122, 77.63388438075442 12.980530596720225, 77.63378974395896 12.980504627053348, 77.63369301739303 12.980488058465575, 77.63359513258638 12.980481050521467, 77.63349703222318 12.980483670711356, 77.63339966106355 12.98049589380138, 77.63330395684501 12.980517602076503, 77.63321084125148 12.980548586474166, 77.63312121103705 12.980588548597682, 77.63303592938966 12.980637103589958, 77.63295581761821 12.980693783839872, 77.63288164724284 12.980758043485636, 77.63281413256483 12.980829263671732, 77.6327539237874 12.980906758508835, 77.63270160075403 12.980989781679302, 77.63265766736413 12.981077533624614, 77.63262254672023 12.98116916924557, 77.63259657705335 12.981263806041046, 77.63258000846557 12.981360532606965, 77.63254070846557 12.981684932606965, 77.63253370052146 12.981782817413627, 77.63253632071135 12.981880917776829, 77.63254854380138 12.98197828893645, 77.6325702520765 12.982073993154993, 77.63260123647417 12.982167108748515, 77.63264119859768 12.98225673896295, 77.63268975358996 12.982342020610336, 77.63274643383987 12.982422132381787, 77.63281069348564 12.982496302757154, 77.63288191367174 12.982563817435173, 77.63295940850884 12.982624026212589, 77.6330424316793 12.982676349245962, 77.63313018362462 12.982720282635878, 77.63322181924558 12.982755403279775, 77.63331645604104 12.982781372946652, 77.63341318260697 12.982797941534425, 77.63351106741362 12.982804949478533, 77.63360916777683 12.982802329288644, 77.63370653893645 12.98279010619862, 77.63380224315499 12.982768397923497, 77.63389535874852 12.982737413525834, 77.63398498896295 12.982697451402318, 77.63407027061034 12.982648896410042, 77.63415038238179 12.982592216160128, 77.63422455275716 12.982527956514364, 77.63429206743517 12.982456736328269, 77.6343522762126 12.982379241491165, 77.63440459924597 12.982296218320698, 77.63444853263587 12.982208466375386, 77.63448365327977 12.98211683075443, 77.63450962294665 12.982022193958954, 77.63452619153443 12.981925467393035, 77.63456549153443 12.981601067393035))",560038,Banglore,Z419,Opposite The Bull Ring,residential,20,12.9818052,77.63353345
"POLYGON ((77.5184991 12.936342, 77.5317702 12.92807825, 77.53187605 12.9281037, 77.5325476 12.9396682, 77.5300844 12.9439261, 77.5284859 12.94514085, 77.5237187 12.9480857, 77.5184991 12.936342))",560039,Banglore,Z216,Bangalore-Mysore Road,trunk,60,12.9449618,77.5279293
"POLYGON ((77.54876130995281 12.97601471424075, 77.54883068797918 12.97594530792899, 77.5488929289232 12.975869435591845, 77.54894743337053 12.975787827921398, 77.54899367641357 12.975701270844127, 77.54903121270654 12.975610597952, 77.5490596807544 12.97551668247454, 77.54907880639429 12.97542042886913, 77.54908840543585 12.975322764110611, 77.54908838543507 12.975224628763995, 77.54907874658454 12.975126967926315, 77.54905958171169 12.975030722124826, 77.54903107538472 12.97493681825921, 77.54899350213512 12.974846160675025, 77.54894722381383 12.974759622454366, 77.5488926861064 12.974678037007603, 77.54883041424074 12.974602190047191, 77.54876100792899 12.974532812020817, 77.54868513559184 12.974470571076802, 77.5486035279214 12.974416066629463, 77.54851697084412 12.97436982358642, 77.548426297952 12.974332287293459, 77.54833238247454 12.9743038192456, 77.54823612886914 12.974284693605705, 77.54813846411061 12.974275094564144, 77.54804032876399 12.974275114564932, 77.5479426679263 12.974284753415452, 77.54784642212482 12.974303918288303, 77.5477525182592 12.974332424615284, 77.54766186067502 12.974369997864882, 77.54757532245436 12.974416276186163, 77.5474937370076 12.9744708138936, 77.54741789004719 12.97453308575925, 77.54495974004719 12.97676193575925, 77.54489036202082 12.976831342071009, 77.5448281210768 12.976907214408154, 77.54477361662947 12.976988822078601, 77.54472737358643 12.977075379155872, 77.54468983729346 12.977166052047998, 77.5446613692456 12.977259967525459, 77.54464224360571 12.977356221130869, 77.54463264456415 12.977453885889387, 77.54463266456493 12.977552021236004, 77.54464230341546 12.977649682073684, 77.54466146828831 12.977745927875173, 77.54468997461528 12.97783983174079, 77.54472754786488 12.977930489324974, 77.54477382618617 12.978017027545633, 77.5448283638936 12.978098612992396, 77.54489063575926 12.978174459952807, 77.54496004207101 12.978243837979182, 77.54503591440816 12.978306078923197, 77.5451175220786 12.978360583370536, 77.54520407915588 12.978406826413579, 77.545294752048 12.97844436270654, 77.54538866752546 12.978472830754399, 77.54548492113086 12.978491956394294, 77.54558258588939 12.978501555435855, 77.54568072123601 12.978501535435067, 77.54577838207369 12.978491896584547, 77.54587462787518 12.978472731711696, 77.5459685317408 12.978444225384715, 77.54605918932498 12.978406652135117, 77.54614572754564 12.978360373813835, 77.5462273129924 12.978305836106399, 77.54630315995281 12.97824356424075, 77.54876130995281 12.97601471424075))",560040,Banglore,Z327,Magadi Road,primary,50,12.97750275,77.54563145
"POLYGON ((77.58849200234349 12.916129060463296, 77.58839414981354 12.91613650553141, 77.58829749821456 12.916153505974647, 77.58820297835427 12.91617989806944, 77.58811150051062 12.916215427645495, 77.58802394566521 12.91625975253357, 77.5879411570191 12.91631244586076, 77.58786393187219 12.91637300016152, 77.58779301394488 12.916440832264835, 77.58772908621555 12.916515288910464, 77.5876727643432 12.91659565304021, 77.58762459073823 12.916681150703573, 77.58758502933881 12.916770958511314, 77.58755446114283 12.916864211565153, 77.58753318053874 12.916960011787205, 77.58752139247038 12.91705743656896, 77.5875192104633 12.917155547656513, 77.5875266555314 12.917253400186457, 77.58754365597464 12.917350051785435, 77.58757004806944 12.917444571645719, 77.58760557764549 12.917536049489382, 77.58764990253357 12.91762360433478, 77.58770259586076 12.917706392980893, 77.58776315016152 12.917783618127801, 77.58783098226483 12.917854536055124, 77.58790543891047 12.917918463784453, 77.58798580304021 12.91797478565681, 77.58807130070358 12.918022959261773, 77.58816110851131 12.918062520661193, 77.58825436156515 12.91809308885717, 77.5883501617872 12.91811436946126, 77.58844758656896 12.91812615752962, 77.58854569765651 12.918128339536702, 77.59998949765651 12.917820989536702, 77.60008735018646 12.917813544468588, 77.60018400178544 12.917796544025352, 77.60027852164572 12.917770151930558, 77.60036999948937 12.917734622354503, 77.60045755433478 12.917690297466429, 77.60054034298089 12.91763760413924, 77.6006175681278 12.917577049838478, 77.60068848605512 12.917509217735164, 77.60075241378445 12.917434761089535, 77.6008087356568 12.917354396959789, 77.60085690926176 12.917268899296426, 77.60089647066118 12.917179091488684, 77.60092703885717 12.917085838434845, 77.60094831946125 12.916990038212793, 77.60096010752962 12.916892613431038, 77.6009622895367 12.916794502343485, 77.60095484446859 12.916696649813542, 77.60093784402535 12.916599998214563, 77.60091145193056 12.91650547835428, 77.6008759223545 12.916414000510617, 77.60083159746642 12.916326445665218, 77.60077890413923 12.916243657019105, 77.60071834983847 12.916166431872197, 77.60065051773516 12.916095513944875, 77.60057606108953 12.916031586215546, 77.60049569695978 12.915975264343189, 77.60041019929642 12.915927090738226, 77.60032039148868 12.915887529338805, 77.60022713843485 12.915856961142829, 77.60013133821279 12.915835680538738, 77.60003391343103 12.915823892470378, 77.59993580234348 12.915821710463296, 77.58849200234349 12.916129060463296))",560041,Banglore,Z101,Outer Ring Road,trunk,60,12.91682135,77.59996265
